time,KE,T,PE,total E
2.115,827.170246396,1.07704459166,-2489.14253435,-1661.97228795
2.12,826.044953376,1.07557936637,-2487.99525287,-1661.95029949
2.125,826.097470923,1.0756477486,-2488.07215511,-1661.97468418
2.13,827.030460154,1.07686257833,-2489.04772709,-1662.01726693
2.135,828.254665652,1.0784565959,-2490.30578903,-1662.05112338
2.14,829.24074865,1.07974055814,-2491.30885154,-1662.06810289
2.145,829.686257514,1.08032064781,-2491.75582126,-1662.06956374
2.15,829.531140976,1.08011867315,-2491.58962879,-1662.05848782
2.155,828.895274269,1.07929072171,-2490.93733469,-1662.04206042
2.16,827.995853293,1.07811960064,-2490.02082318,-1662.02496989
2.165,827.077655896,1.07692403111,-2489.0886073,-1662.01095141
2.17,826.351415781,1.07597840596,-2488.35355069,-1662.00213491
2.175,825.934053591,1.07543496561,-2487.93903344,-1662.00497985
2.18,825.779991197,1.07523436354,-2487.80207863,-1662.02208743
2.185,825.638818512,1.07505054494,-2487.69186482,-1662.0530463
2.19,825.121224499,1.0743765944,-2487.20609662,-1662.08487212
2.195,823.857313389,1.07273087681,-2485.95635744,-1662.09904405
2.2,821.761823564,1.07000237443,-2483.83698475,-1662.07516118
2.205,819.306649194,1.0668055328,-2481.31681108,-1662.01016188
2.21,817.523930692,1.06448428475,-2479.45450198,-1661.93057128
2.215,817.63155618,1.06462442211,-2479.50592545,-1661.87436927
2.22,820.468280806,1.06831807397,-2482.33804924,-1661.86976844
2.225,826.088237163,1.07563572547,-2488.00746282,-1661.91922566
2.23,833.708875487,1.08555843162,-2495.7121403,-1662.00326481
2.235,841.975725151,1.09632255879,-2504.07320836,-1662.09748321
2.24,849.380918079,1.10596473708,-2511.55575809,-1662.17484002
2.245,854.661576146,1.11284059394,-2516.88184546,-1662.22026931
2.25,857.061717859,1.11596577846,-2519.28859624,-1662.22687838
2.255,856.451294667,1.1151709566,-2518.64514223,-1662.19384756
2.26,853.339881198,1.11111963698,-2515.46543914,-1662.12555794
2.265,848.801101499,1.10520976758,-2510.83130865,-1662.03020715
2.27,844.245453822,1.09927793466,-2506.19063459,-1661.94518077
2.275,840.972460291,1.09501622434,-2502.87012727,-1661.89766698
2.28,839.668518311,1.09331838322,-2501.57433177,-1661.90581346
2.285,840.227548706,1.09404628738,-2502.17900784,-1661.95145913
2.29,842.008668248,1.09636545345,-2504.00727441,-1661.99860616
2.295,844.273609768,1.09931459605,-2506.30471378,-1662.03110401
2.3,846.492854589,1.10220423775,-2508.53750638,-1662.04465179
2.305,848.404407252,1.10469323861,-2510.44874661,-1662.04433936
2.31,849.935633863,1.10668702326,-2511.9782942,-1662.04266034
2.315,851.10167131,1.10820530119,-2513.14255754,-1662.04088623
2.32,851.928949836,1.10928248677,-2513.97282996,-1662.04388012
2.325,852.398203183,1.10989349373,-2514.45135625,-1662.05315306
2.33,852.396607747,1.10989141634,-2514.47068607,-1662.07407832
2.335,851.66182212,1.10893466422,-2513.76961625,-1662.10779413
2.34,849.774724289,1.10647750559,-2511.92421528,-1662.14949099
2.345,846.270107099,1.10191420195,-2508.45187694,-1662.18176984
2.35,840.835343171,1.09483768642,-2503.02679302,-1662.19144985
2.355,833.483899417,1.08526549403,-2495.65953003,-1662.17563061
2.36,824.629729702,1.07373662722,-2486.7650079,-1662.13527819
2.365,815.064192804,1.06128150105,-2477.14039221,-1662.0761994
2.37,805.839777293,1.04927054335,-2467.85156727,-1662.01178997
2.375,798.050292926,1.03912798558,-2460.01229161,-1661.96199868
2.38,792.586059759,1.03201309864,-2454.51087734,-1661.92481758
2.385,790.051303904,1.02871263529,-2451.94960105,-1661.89829715
2.39,790.790576022,1.0296752292,-2452.67856884,-1661.88799282
2.395,794.853730749,1.03496579525,-2456.75059185,-1661.8968611
2.4,801.91003357,1.04415368954,-2463.84642601,-1661.93639244
2.405,811.175704655,1.05621836544,-2473.1774258,-1662.00172115
2.41,821.469907421,1.06962227529,-2483.54915531,-1662.07924789
2.415,831.441867646,1.0826065985,-2493.59454431,-1662.15267666
2.42,839.827653696,1.09352559075,-2502.03753639,-1662.20988269
2.425,845.649031991,1.1011055104,-2507.89133069,-1662.2422987
2.43,848.333936619,1.10460147997,-2510.58344717,-1662.24951055
2.435,847.796749788,1.10390201795,-2510.01780215,-1662.22105236
2.44,844.524228248,1.0996409222,-2506.67940583,-1662.15517759
2.445,839.574643699,1.09319615065,-2501.63706149,-1662.06241779
2.45,834.426678765,1.08649307131,-2496.38915971,-1661.96248094
2.455,830.636583365,1.08155805126,-2492.52754013,-1661.89095677
2.46,829.325946039,1.07985149224,-2491.20229961,-1661.87635357
2.465,830.755576043,1.08171298964,-2492.68216792,-1661.92659188
2.47,834.262983873,1.08627992692,-2496.27223504,-1662.00925117
2.475,838.634917672,1.09197254905,-2500.72462534,-1662.08970767
2.48,842.662209321,1.09721641839,-2504.80251082,-1662.1403015
2.485,845.532836638,1.10095421437,-2507.68576415,-1662.15292751
2.49,846.942104317,1.10278919833,-2509.08054273,-1662.13843841
2.495,846.993740456,1.10285643289,-2509.10695755,-1662.11321709
2.5,846.012035727,1.10157817152,-2508.10037182,-1662.08833609
2.505,844.351599164,1.09941614474,-2506.42182147,-1662.0702223
2.51,842.304758672,1.09675098785,-2504.36242361,-1662.05766494
2.515,840.110819874,1.09389429671,-2502.15664804,-1662.04582816
2.52,837.991150345,1.09113431035,-2500.02795652,-1662.03680617
2.525,836.0974015,1.08866849154,-2498.14207392,-1662.04467242
2.53,834.353197772,1.08639739293,-2496.42617358,-1662.07297581
2.535,832.409488881,1.08386652198,-2494.51684995,-1662.10736107
2.54,829.881874302,1.08057535716,-2491.99495079,-1662.11307649
2.545,826.734358287,1.07647702902,-2488.81367046,-1662.07931217
2.55,823.474610673,1.07223256598,-2485.49544843,-1662.02083776
2.555,820.957126185,1.06895459139,-2482.92777964,-1661.97065345
2.56,819.963408086,1.06766068761,-2481.90902423,-1661.94561615
2.565,820.895513168,1.0688743661,-2482.84912083,-1661.95360766
2.57,823.670955158,1.07248822286,-2485.66266546,-1661.9917103
2.575,827.69564143,1.07772869978,-2489.76098196,-1662.06534053
2.58,831.906760876,1.08321192822,-2494.05655196,-1662.14979108
2.585,835.077659472,1.08734070244,-2497.29054047,-1662.212881
2.59,836.299801333,1.08893203299,-2498.53398619,-1662.23418486
2.595,835.25210169,1.08756784074,-2497.47628835,-1662.22418666
2.6,832.123424943,1.08349404289,-2494.32330882,-1662.19988387
2.605,827.398603343,1.07734193144,-2489.56717497,-1662.16857162
2.61,821.755044848,1.06999354798,-2483.87906965,-1662.1240248
2.615,816.064914912,1.06258452462,-2478.12984979,-1662.06493488
2.62,811.338543658,1.05643039539,-2473.35019013,-1662.01164647
2.625,808.438616488,1.05265444855,-2470.43114857,-1661.99253208
2.63,807.68073743,1.05166762686,-2469.70289531,-1662.02215788
2.635,808.670575886,1.05295647902,-2470.74821522,-1662.07763934
2.64,810.615665451,1.05548914772,-2472.73239055,-1662.1167251
2.645,812.86079141,1.05841248882,-2474.98557931,-1662.1247879
2.65,815.124568374,1.06136011507,-2477.24394594,-1662.11937757
2.655,817.329346779,1.06423092028,-2479.44992404,-1662.12057726
2.66,819.308652019,1.06680814065,-2481.4454064,-1662.13675438
2.665,820.723554075,1.06865046103,-2482.88028981,-1662.15673573
2.67,821.185082806,1.0692514099,-2483.35885234,-1662.17376954
2.675,820.384764664,1.06820932899,-2482.56884576,-1662.18408109
2.68,818.201785061,1.06536690763,-2480.37675481,-1662.17496975
2.685,814.834715267,1.06098270217,-2476.97279461,-1662.13807934
2.69,810.957544097,1.05593430221,-2473.02298339,-1662.06543929
2.695,807.764206386,1.0517763104,-2469.73667455,-1661.97246817
2.7,806.645943415,1.05032023882,-2468.55755319,-1661.91160978
2.705,808.40618584,1.05261222115,-2470.35128995,-1661.94510411
2.71,812.573895145,1.05803892597,-2474.62099325,-1662.0470981
2.715,817.664609182,1.06466745987,-2479.81124596,-1662.14663677
2.72,822.094049985,1.07043496092,-2484.30028723,-1662.20623724
2.725,824.725931963,1.07386189058,-2486.97174504,-1662.24581308
2.73,824.83589104,1.07400506646,-2487.1023359,-1662.26644487
2.735,822.01447156,1.07033134318,-2484.28105134,-1662.26657978
2.74,816.28846883,1.06287561046,-2478.51715844,-1662.22868961
2.745,808.255959944,1.05241661451,-2470.41516371,-1662.15920377
2.75,799.037855461,1.0404138743,-2461.11213744,-1662.07428198
2.755,790.026752998,1.02868066797,-2452.02206949,-1661.99531649
2.76,782.536685642,1.0189279761,-2444.47476537,-1661.93807973
2.765,777.517497486,1.01239257485,-2439.42980478,-1661.9123073
2.77,775.42494682,1.0096678995,-2437.3414417,-1661.91649488
2.775,776.208495718,1.01068814547,-2438.15358456,-1661.94508884
2.78,779.442428808,1.01489899584,-2441.41951156,-1661.97708276
2.785,784.564557793,1.02156843463,-2446.56887595,-1662.00431815
2.79,791.0465425,1.03000851888,-2453.07419379,-1662.02765129
2.795,798.391706305,1.03957253425,-2460.44666065,-1662.05495435
2.8,806.045876333,1.04953890148,-2468.13395418,-1662.08807785
2.805,813.373430578,1.05907998773,-2475.49942439,-1662.12599381
2.81,819.736182412,1.06736482085,-2481.89531679,-1662.15913438
2.815,824.597027827,1.07369404665,-2486.77758685,-1662.18055902
2.82,827.621410796,1.07763204531,-2489.80749209,-1662.18608129
2.825,828.76997707,1.07912757431,-2490.93798824,-1662.16801117
2.83,828.361043196,1.07859510833,-2490.48451468,-1662.12347148
2.835,827.062601865,1.07690442951,-2489.13013585,-1662.06753399
2.84,825.705854059,1.07513783081,-2487.7294519,-1662.02359785
2.845,824.91916154,1.07411349159,-2486.939959,-1662.02079746
2.85,824.807386542,1.07396795123,-2486.86172852,-1662.05434198
2.855,824.977905274,1.07418998082,-2487.07505159,-1662.09714632
2.86,824.919409608,1.07411381459,-2487.03624765,-1662.11683804
2.865,824.405362915,1.07344448296,-2486.50976955,-1662.10440664
2.87,823.639435061,1.07244718107,-2485.7132163,-1662.07378124
2.875,823.068408822,1.07170365732,-2485.11540818,-1662.04699936
2.88,823.087211961,1.07172814057,-2485.12304378,-1662.03583182
2.885,823.868506664,1.07274545139,-2485.91158984,-1662.04308318
2.89,825.294685341,1.07460245487,-2487.36561192,-1662.07092658
2.895,826.954879103,1.0767641655,-2489.06493324,-1662.11005414
2.9,828.258916995,1.0784621315,-2490.40487152,-1662.14595452
2.905,828.695287519,1.07903032229,-2490.85493324,-1662.15964572
2.91,828.06985187,1.07821595296,-2490.21749716,-1662.14764529
2.915,826.570352199,1.07626347943,-2488.69125692,-1662.12090472
2.92,824.649446956,1.07376230072,-2486.74261141,-1662.09316445
2.925,822.800501372,1.07135481949,-2484.88013025,-1662.07962888
2.93,821.341525376,1.06945511117,-2483.42667796,-1662.08515259
2.935,820.289481759,1.06808526271,-2482.40024251,-1662.11076075
2.94,819.382857952,1.06690476296,-2481.5218604,-1662.13900245
2.945,818.311637494,1.06550994465,-2480.45957269,-1662.1479352
2.95,817.000277912,1.0638024452,-2479.13601099,-1662.13573307
2.955,815.649864134,1.06204409392,-2477.76959093,-1662.1197268
2.96,814.476277291,1.06051598606,-2476.59795291,-1662.12167562
2.965,813.442326764,1.05916969631,-2475.5878395,-1662.14551274
2.97,812.246093446,1.05761210084,-2474.41356469,-1662.16747124
2.975,810.627769782,1.05550490857,-2472.78599457,-1662.15822478
2.98,808.780006834,1.05309896723,-2470.88939337,-1662.10938653
2.985,807.334822276,1.0512172165,-2469.40464486,-1662.06982258
2.99,806.814294373,1.0505394458,-2468.88431406,-1662.07001969
2.995,807.228487913,1.0510787603,-2469.31637457,-1662.08788666
3.0,808.335837063,1.05252062118,-2470.42467435,-1662.08883729
3.005,810.084831905,1.05479795821,-2472.15220098,-1662.06736908
3.01,812.678495062,1.05817512378,-2474.7215827,-1662.04308764
3.015,816.379228081,1.06299378656,-2478.40756292,-1662.02833483
3.02,821.246419722,1.06933127568,-2483.29261323,-1662.04619351
3.025,826.868426405,1.07665159688,-2488.96639236,-1662.09796595
3.03,832.365384348,1.0838090942,-2494.52523321,-1662.15984886
3.035,836.730899592,1.08949335884,-2498.93309837,-1662.20219877
3.04,839.212857325,1.09272507464,-2501.42659726,-1662.21373994
3.045,839.500224645,1.09309925084,-2501.70245833,-1662.20223369
3.05,837.713311688,1.09077254126,-2499.88413715,-1662.17082546
3.055,834.321847319,1.08635657203,-2496.44923122,-1662.1273839
3.06,829.983676483,1.08070791209,-2492.07150463,-1662.08782814
3.065,825.354862676,1.07468081078,-2487.41488531,-1662.06002263
3.07,820.972314202,1.06897436745,-2483.01212678,-1662.03981258
3.075,817.240015429,1.06411460342,-2479.26533552,-1662.0253201
3.08,814.50610426,1.06055482325,-2476.51613598,-1662.01003172
3.085,813.097360874,1.05872052197,-2475.09559996,-1661.99823908
3.09,813.221101129,1.0588816421,-2475.22746911,-1662.00636798
3.095,814.78824531,1.06092219441,-2476.82498797,-1662.03674266
3.1,817.347355041,1.06425436854,-2479.42824361,-1662.08088857
3.105,820.233240146,1.06801203144,-2482.35560581,-1662.12236567
3.11,822.836566474,1.07140177926,-2484.9742361,-1662.13766963
3.115,824.859034786,1.07403520154,-2486.98242063,-1662.12338585
3.12,826.403767168,1.07604657183,-2488.49585668,-1662.09208951
3.125,827.840724581,1.07791761013,-2489.90065964,-1662.05993506
3.13,829.554621176,1.08014924632,-2491.59673432,-1662.04211314
3.135,831.765281223,1.08302770993,-2493.80375053,-1662.03846931
3.14,834.510595064,1.08660233732,-2496.54727749,-1662.03668243
3.145,837.747011728,1.09081642152,-2499.78146745,-1662.03445572
3.15,841.45395408,1.09564316937,-2503.48410541,-1662.03015133
3.155,845.574537853,1.10100851283,-2507.6181948,-1662.04365694
3.16,849.817348353,1.10653300567,-2511.90187163,-1662.08452328
3.165,853.521282813,1.111355837,-2515.67118527,-1662.14990245
3.17,855.741316029,1.11424650525,-2517.96019843,-1662.2188824
3.175,855.555228134,1.1140042033,-2517.81916378,-1662.26393565
3.18,852.46650239,1.10998242499,-2514.72529329,-1662.2587909
3.185,846.749642501,1.10253859701,-2508.94361708,-1662.19397458
3.19,839.568093735,1.09318762205,-2501.65158358,-1662.08348984
3.195,832.719883412,1.08427068153,-2494.68878386,-1661.96890045
3.2,828.005048581,1.07813157367,-2489.90780137,-1661.90275279
3.205,826.538436651,1.07622192272,-2488.43728575,-1661.89884909
3.21,828.508800576,1.07878750075,-2490.44071119,-1661.93191061
3.215,833.454660258,1.08522742221,-2495.43350577,-1661.97884551
3.22,840.55952939,1.09447855389,-2502.5998476,-1662.04031821
3.225,848.701666899,1.10508029544,-2510.82120413,-1662.11953723
3.23,856.525760399,1.11526791719,-2518.72453682,-1662.19877642
3.235,862.701495429,1.12330923884,-2524.95836273,-1662.2568673
3.24,866.214258936,1.12788314966,-2528.50133596,-1662.28707702
3.245,866.558367114,1.12833120718,-2528.83747983,-1662.27911272
3.25,863.833492721,1.12478319365,-2526.06840153,-1662.23490881
3.255,858.756948139,1.11817310956,-2520.91726513,-1662.16031699
3.26,852.511389916,1.11004087229,-2514.58537964,-1662.07398973
3.265,846.427695561,1.10211939526,-2508.42989873,-1662.00220317
3.27,841.628731886,1.09587074464,-2503.58872423,-1661.95999234
3.275,838.774027695,1.09215368189,-2500.72554915,-1661.95152146
3.28,837.984689041,1.09112589719,-2499.96344854,-1661.9787595
3.285,838.861323721,1.0922673486,-2500.89324029,-1662.03191657
3.29,840.618309635,1.09455509067,-2502.70589991,-1662.08759028
3.295,842.431021182,1.09691539216,-2504.54750298,-1662.1164818
3.3,843.877235727,1.09879848402,-2505.97894117,-1662.10170544
3.305,845.055268301,1.1003323806,-2507.13679032,-1662.08152202
3.31,846.138899676,1.10174335895,-2508.23390029,-1662.09500061
3.315,846.886011877,1.1027161613,-2509.01980608,-1662.13379421
3.32,846.704708291,1.10248008892,-2508.87415859,-1662.1694503
3.325,845.043668555,1.10031727676,-2507.23707195,-1662.19340339
3.33,841.592474631,1.09582353468,-2503.79858701,-1662.20611238
3.335,836.32464971,1.08896438764,-2498.52521448,-1662.20056477
3.34,829.618390164,1.08023227886,-2491.77419153,-1662.15580136
3.345,822.459861277,1.0709112777,-2484.52430862,-1662.06444735
3.35,816.479158902,1.06312390482,-2478.42921387,-1661.95005497
3.355,813.515864226,1.05926544821,-2475.39377295,-1661.87790872
3.36,814.667431694,1.06076488502,-2476.57940271,-1661.91197102
3.365,819.471694142,1.06702043508,-2481.51165871,-1662.03996457
3.37,826.120138289,1.0756772634,-2488.29898302,-1662.17884473
3.375,832.514773431,1.08400361124,-2494.78089876,-1662.26612533
3.38,837.212662868,1.09012065478,-2499.49845349,-1662.28579062
3.385,839.722571619,1.09338876513,-2501.98052287,-1662.25795125
3.39,840.320560738,1.09416739679,-2502.52291493,-1662.20235419
3.395,839.682019611,1.09333596303,-2501.83091137,-1662.14889176
3.4,838.519895606,1.09182278074,-2500.63169531,-1662.1117997
3.405,837.364204432,1.09031797452,-2499.45222746,-1662.08802302
3.41,836.548367397,1.08925568671,-2498.61584057,-1662.06747317
3.415,836.344701238,1.0889904964,-2498.38932975,-1662.04462852
3.42,837.034874666,1.08988915972,-2499.05967539,-1662.02480072
3.425,838.814564334,1.09220646398,-2500.84000794,-1662.0254436
3.43,841.5832345,1.09581150326,-2503.63663359,-1662.05339909
3.435,844.830595131,1.10003983741,-2506.93158781,-1662.10099268
3.44,847.788405944,1.10389115357,-2509.93346529,-1662.14505934
3.445,849.731054562,1.10642064396,-2511.89923756,-1662.168183
3.45,850.248839609,1.10709484324,-2512.41013862,-1662.16129901
3.455,849.38678164,1.10597237193,-2511.51862816,-1662.13184652
3.46,847.577072435,1.10361597973,-2509.67046289,-1662.09339045
3.465,845.403903397,1.10078633255,-2507.47163058,-1662.06772718
3.47,843.327928404,1.09808324011,-2505.39069471,-1662.0627663
3.475,841.530664339,1.09574305252,-2503.60441222,-1662.07374788
3.48,839.981800933,1.0937263033,-2502.06874501,-1662.08694408
3.485,838.610911439,1.09194129094,-2500.70361824,-1662.0927068
3.49,837.428215487,1.09040132225,-2499.51882867,-1662.09061318
3.495,836.527419659,1.08922841101,-2498.61268095,-1662.08526129
3.5,836.029646373,1.08858026871,-2498.10953901,-1662.07989264
3.505,836.023312523,1.08857202151,-2498.1000934,-1662.07678088
3.51,836.515000718,1.08921224052,-2498.59366194,-1662.07866122
3.515,837.403214691,1.09036876913,-2499.49108569,-1662.087871
3.52,838.444710446,1.09172488339,-2500.55196393,-1662.10725348
3.525,839.235612727,1.09275470407,-2501.36878772,-1662.133175
3.53,839.27994891,1.09281243348,-2501.43632096,-1662.15637205
3.535,838.189898048,1.09139309642,-2500.34841952,-1662.15852147
3.54,835.926349093,1.08844576705,-2498.05632444,-1662.12997535
3.545,832.89947678,1.08450452706,-2494.9803147,-1662.08083792
3.55,829.794124285,1.08046109933,-2491.83483001,-1662.04070572
3.555,827.205648054,1.07709068757,-2489.23413588,-1662.02848783
3.56,825.392909576,1.07473035101,-2487.42795321,-1662.03504363
3.565,824.383846228,1.07341646644,-2486.41355809,-1662.02971187
3.57,824.298719196,1.07330562395,-2486.30355886,-1662.00483966
3.575,825.493397956,1.07486119526,-2487.47051955,-1661.9771216
3.58,828.329320432,1.07855380265,-2490.302733,-1661.97341257
3.585,832.814523753,1.08439391114,-2494.81451982,-1661.99999607
3.59,838.524332184,1.09182855753,-2500.55811818,-1662.033786
3.595,844.884052531,1.1001094434,-2506.94072683,-1662.0566743
3.6,851.413182804,1.10861091511,-2513.4866192,-1662.07343639
3.605,857.677298297,1.11676731549,-2519.77949589,-1662.10219759
3.61,863.111977587,1.12384372082,-2525.25905586,-1662.14707827
3.615,866.974172073,1.12887261989,-2529.17151753,-1662.19734545
3.62,868.479918234,1.13083322687,-2530.71864523,-1662.238727
3.625,867.021482074,1.12893422145,-2529.27946804,-1662.25798597
3.63,862.357581609,1.12286143439,-2524.60847225,-1662.25089064
3.635,854.688707254,1.1128759209,-2516.90872035,-1662.2200131
3.64,844.616730885,1.09976136834,-2506.79291878,-1662.1761879
3.645,833.000256443,1.08463575058,-2495.12892359,-1662.12866715
3.65,820.800716285,1.06875093266,-2482.88183145,-1662.08111516
3.655,809.029184612,1.05342341746,-2471.05789489,-1662.02871028
3.66,798.74686696,1.04003498302,-2460.71815934,-1661.97129238
3.665,790.988127176,1.02993245726,-2452.91378955,-1661.92566237
3.67,786.549030171,1.02415238304,-2448.45652542,-1661.90749525
3.675,785.760434507,1.02312556576,-2447.6830487,-1661.92261419
3.68,788.405993843,1.02657030448,-2450.36899253,-1661.96299869
3.685,793.840008482,1.03364584438,-2455.85681104,-1662.01680256
3.69,801.162622536,1.04318049809,-2463.24173719,-1662.07911466
3.695,809.295494883,1.05377017563,-2471.44610919,-1662.15061431
3.7,817.040860481,1.06385528708,-2479.26088837,-1662.22002789
3.705,823.273878319,1.07197119573,-2485.53448862,-1662.2606103
3.71,827.294488281,1.07720636495,-2489.54397395,-1662.24948567
3.715,829.13571245,1.07960379225,-2491.3271575,-1662.19144505
3.72,829.516235908,1.0800992655,-2491.63500935,-1662.11877345
3.725,829.412933465,1.07996475712,-2491.47799694,-1662.06506347
3.73,829.558698357,1.08015455515,-2491.60872672,-1662.05002837
3.735,830.152141268,1.08092726728,-2492.22314882,-1662.07100756
3.74,830.902668931,1.08190451684,-2493.00375152,-1662.10108259
3.745,831.352076159,1.0824896825,-2493.46617915,-1662.11410299
3.75,831.211071561,1.08230608276,-2493.32250287,-1662.11143131
3.755,830.429386854,1.08128826413,-2492.53381932,-1662.10443246
3.76,829.061841029,1.07950760551,-2491.16325221,-1662.10141119
3.765,827.166905325,1.07704024131,-2489.26477233,-1662.097867
3.77,824.814197697,1.07397681992,-2486.90694516,-1662.09274746
3.775,822.120424752,1.07046930306,-2484.2077243,-1662.08729955
3.78,819.225521622,1.06669989795,-2481.31036085,-1662.08483923
3.785,816.260649113,1.06283938687,-2478.34009357,-1662.07944445
3.79,813.414477193,1.05913343384,-2475.47986356,-1662.06538637
3.795,810.999022004,1.0559883099,-2473.04503349,-1662.04601148
3.8,809.388221176,1.05389091299,-2471.41905677,-1662.03083559
3.805,808.839950317,1.05317701864,-2470.87593846,-1662.03598815
3.81,809.351494856,1.05384309226,-2471.40673021,-1662.05523535
3.815,810.697710625,1.05559597738,-2472.77689254,-1662.07918191
3.82,812.571978186,1.05803642993,-2474.67197521,-1662.09999703
3.825,814.693154718,1.06079837854,-2476.80562728,-1662.11247257
3.83,816.865977773,1.06362757523,-2478.9824221,-1662.11644432
3.835,819.020606452,1.06643308132,-2481.13573014,-1662.11512368
3.84,821.131708439,1.06918191203,-2483.25226175,-1662.12055332
3.845,823.06529402,1.07169960159,-2485.20679477,-1662.14150075
3.85,824.512020051,1.07358335944,-2486.67912644,-1662.16710639
3.855,825.143820634,1.07440601645,-2487.31612786,-1662.17230723
3.86,824.927029257,1.07412373601,-2487.07102087,-1662.14399161
3.865,824.301395366,1.07330910855,-2486.39162971,-1662.09023434
3.87,824.043632693,1.07297348007,-2486.08270447,-1662.03907178
3.875,824.88982247,1.07407528967,-2486.90460772,-1662.01478525
3.88,827.229546491,1.07712180533,-2489.2438395,-1662.01429301
3.885,831.096408249,1.08215678157,-2493.11808395,-1662.0216757
3.89,836.4131931,1.08907967852,-2498.42252116,-1662.00932806
3.895,843.314984698,1.09806638633,-2505.29150306,-1661.97651836
3.9,852.095475345,1.10949931685,-2514.06931357,-1661.97383822
3.905,862.537378207,1.12309554454,-2524.58611094,-1662.04873273
3.91,873.38880424,1.13722500552,-2535.5564075,-1662.16760326
3.915,882.769992878,1.14944009489,-2545.03867491,-1662.26868204
3.92,889.036993983,1.15760025258,-2551.35562622,-1662.31863224
3.925,891.308964625,1.16055854769,-2553.62339753,-1662.31443291
3.93,889.582939357,1.15831111895,-2551.84649418,-1662.26355482
3.935,884.615757062,1.15184343367,-2546.7996746,-1662.18391754
3.94,877.661109779,1.14278790336,-2539.75490168,-1662.0937919
3.945,870.142028532,1.13299743298,-2532.15574467,-1662.01371614
3.95,863.327254481,1.12412402927,-2525.28796945,-1661.96071497
3.955,858.069393854,1.11727785658,-2520.01190214,-1661.94250829
3.96,854.67679954,1.11286041607,-2516.63261522,-1661.95581568
3.965,852.96364751,1.11062974936,-2514.94992107,-1661.98627356
3.97,852.426172147,1.10992991165,-2514.44949772,-1662.02332558
3.975,852.467756363,1.10998405776,-2514.52052307,-1662.05276671
3.98,852.570449853,1.11011777325,-2514.64337062,-1662.07292077
3.985,852.337538017,1.10981450263,-2514.42877628,-1662.09123826
3.99,851.439330264,1.10864496128,-2513.54936806,-1662.1100378
3.995,849.615599005,1.1062703112,-2511.73548837,-1662.11988936
4.0,846.814354839,1.10262285786,-2508.91701864,-1662.1026638
4.005,843.417193471,1.09819947066,-2505.46643364,-1662.04924017
4.01,840.323685885,1.094171466,-2502.29844667,-1661.97476079
4.015,838.640587395,1.0919799315,-2500.57121339,-1661.93062599
4.02,839.036408776,1.09249532393,-2500.98258744,-1661.94617867
4.025,841.327227951,1.09547816139,-2503.33144873,-1662.00422078
4.03,844.676977349,1.09983981426,-2506.74701608,-1662.07003873
4.035,848.056056043,1.10423965631,-2510.18150865,-1662.1254526
4.04,850.558994819,1.10749869117,-2512.72462504,-1662.16563022
4.045,851.534162129,1.10876844027,-2513.71916766,-1662.18500553
4.05,850.640881396,1.10760531432,-2512.82338287,-1662.18250148
4.055,847.894344785,1.10402909477,-2510.05409986,-1662.15975508
4.06,843.651805006,1.09850495443,-2505.77372157,-1662.12191656
4.065,838.491823624,1.09178622868,-2500.57567222,-1662.0838486
4.07,833.035668631,1.0846818602,-2495.08669806,-1662.05102943
4.075,827.816706112,1.07788633608,-2489.84509033,-1662.02838422
4.08,823.232935155,1.07191788432,-2485.25010428,-1662.01716912
4.085,819.503835849,1.06706228626,-2481.52181619,-1662.01798034
4.09,816.670672121,1.06337327099,-2478.69781272,-1662.0271406
4.095,814.671785585,1.06077055415,-2476.7088282,-1662.03704262
4.1,813.417706961,1.05913763927,-2475.46313771,-1662.04543075
4.105,812.803344166,1.05833768772,-2474.8591151,-1662.05577093
4.11,812.695614445,1.05819741464,-2474.76302101,-1662.06740657
4.115,812.960825023,1.05854274092,-2475.0343691,-1662.07354408
4.12,813.50946912,1.05925712125,-2475.58397058,-1662.07450146
4.125,814.329551059,1.06032493627,-2476.40205046,-1662.0724994
4.13,815.471867273,1.06181232718,-2477.53973464,-1662.06786736
4.135,817.023710949,1.06383295696,-2479.08564624,-1662.06193529
4.14,819.071927025,1.06649990498,-2481.13765753,-1662.06573051
4.145,821.570680903,1.06975349076,-2483.6591241,-1662.08844319
4.15,824.27479994,1.07327447909,-2486.38464223,-1662.10984229
4.155,826.966342154,1.07677909135,-2489.07215688,-1662.10581473
4.16,829.642978857,1.08026429539,-2491.74493081,-1662.10195195
4.165,832.254145809,1.08366425236,-2494.38068398,-1662.12653817
4.17,834.375931938,1.08642699471,-2496.53864232,-1662.16271038
4.175,835.435296994,1.08780637629,-2497.60736743,-1662.17207043
4.18,835.190957618,1.08748822606,-2497.34210879,-1662.15115117
4.185,833.872947886,1.08577206756,-2495.9883426,-1662.11539471
4.19,831.966476805,1.08328968334,-2494.04975939,-1662.08328259
4.195,829.929135577,1.08063689528,-2491.99496379,-1662.06582822
4.2,828.060707855,1.07820404669,-2490.11890612,-1662.05819826
4.205,826.507003003,1.07618099349,-2488.5642559,-1662.0572529
4.21,825.291022484,1.07459768553,-2487.35167425,-1662.06065177
4.215,824.336346811,1.07335461824,-2486.40687398,-1662.07052717
4.22,823.463007676,1.07221745791,-2485.55281991,-1662.08981223
4.225,822.395000373,1.0708268234,-2484.50440864,-1662.10940826
4.23,820.855206759,1.0688218838,-2482.97268562,-1662.11747887
